Cust Name,Cust State,Customer ID,Customer Type,Emp ID,Employee Job Title,Employee Name,Order Date,Order Num,Order Type,Prod Category,Prod Name,Prod Number,Sales Region,Discount,Order Total,Price,Quantity
Vyky Stobbie,Iowa,3334,Individual,900012283,Sales Associate,Nicole Hansen,02/11/2021,1106360,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,N Central East,0,22.35,22.35,1
Cirilo Bristoe,Pennsylvania,1966,Individual,900016439,Sales Associate IV,Alyssa Jackson,31/01/2021,1106361,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,Northeast,0,33.98,16.99,2
Green LLC,Washington,3031,Business,900010836,Senior Sales Representative,Constantine Acosta,30/06/2021,1106362,Wholesale,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,Northwest,0.02,615.1,6.99,88
Hadleigh Skyner,Florida,1660,Individual,900015003,Sales Associate III,Cynthia Cash,02/07/2021,1106363,Retail,Mineral water,Mineral Water - Strawberry -  20oz - case,MW162,Southeast,0,74.95,14.99,5
Richie Domoney,North Carolina,2011,Individual,900014055,Sales Associate II,Daniel Phillips,02/07/2021,1106364,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Central East,0,44.7,22.35,2
Buiron Haycock,South Dakota,2053,Individual,900016111,Sales Associate I,Edward Loveless,02/07/2021,1106365,Retail,Supplements,Iron 65 mg - 80 capsules,SP202,N Central West,0,9.5,4.75,2
Windler Group,California,1569,Business,900019907,Sales Associate I,Lorrie Ellison,01/12/2021,1106366,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Southwest,0,1560.2,13.45,116
Kimmie Bucke,Illinois,3953,Individual,900015499,Senior Sales Associate,Lauren Skip,02/11/2021,1106367,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,N Central East,0,51.96,12.99,4
Engelbert MacGoun,North Carolina,1453,Individual,900013649,Senior Sales Representative,John Ashwin,02/07/2021,1106368,Retail,Fitness,Resistance bands - 50 lb,FT258,Central East,0,14.99,14.99,1
Crin Mahady,Texas,2366,Individual,900018483,Senior Sales Associate,Kendra Morales,02/07/2021,1106369,Retail,Fitness,Yoga block - 3 inch,FT825,S Central East,0,14,7,2
Carlie Pala,Iowa,3340,Individual,900015499,Senior Sales Associate,Lauren Skip,02/07/2021,1106370,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,N Central East,0,16.99,16.99,1
Bins Inc,Connecticut,3179,Business,900016439,Sales Associate IV,Alyssa Jackson,02/11/2021,1106371,Wholesale,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,Northeast,0.1,2202.45,8.99,245
Geralda Deas,California,4116,Individual,900011079,Sales Representative,Marla Phifer,02/07/2021,1106372,Retail,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,Southwest,0,104.93,14.99,7
Karim Coen,Georgia,3063,Individual,900016625,Sales Representative,Marshal Alexander,02/07/2021,1106373,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,Southeast,0,65.3,32.65,2
Nolly Kippax,District of Columbia,1470,Individual,900018213,Senior Sales Representative,Tony Hendricks,03/07/2021,1106374,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,Central East,0,97.95,32.65,3
Nicola Hullbrook,California,1180,Individual,900017067,Senior Sales Representative,Christy Beedom,03/07/2021,1106375,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Southwest,0,22.35,22.35,1
Sal Tettley,Florida,4023,Individual,900012349,Sales Associate I,Steve Gordon,03/07/2021,1106376,Retail,Fitness,Battle rope - 1.5 inch,FT422,Southeast,0,271.65,90.55,3
Duffy Durban,California,3537,Individual,900013621,Sales Associate,Hannah Rosenstock,03/07/2021,1106377,Retail,Fitness,Resistance bands - set of 5,FT870,Southwest,0,55,55,1
Minny Possek,New York,1786,Individual,900015105,Sales Representative,Sharla Campbell,03/07/2021,1106378,Retail,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,Northeast,0,44.97,14.99,3
Monte Scutter,New Jersey,3613,Individual,900015105,Sales Representative,Sharla Campbell,03/07/2021,1106379,Retail,Supplements,Multivitamin - 90 capsules,SP601,Northeast,0,18.44,18.44,1
Lesch LLC,California,2738,Business,900011079,Sales Representative,Marla Phifer,04/07/2021,1106380,Retail,Mineral water,Mineral Water - Peach -32oz - case,MW242,Southwest,0,2959.59,20.99,141
Daron McGrorty,New Jersey,2600,Individual,900016439,Sales Associate IV,Alyssa Jackson,30/06/2021,1106381,Retail,Fitness,Yoga ball - 65cm,FT485,Northeast,0,22.79,22.79,1
Hagenes Group,Texas,3200,Business,900010859,Sales Representative,Nick Chen,01/12/2021,1106382,Wholesale,Mineral water,Mineral Water - Strawberry -  20oz - case,MW162,S Central East,0.1,2173.45,14.99,145
Duky Theodoris,New York,3285,Individual,900016439,Sales Associate IV,Alyssa Jackson,04/07/2021,1106383,Retail,Supplements,Multivitamin - 120 capsules,SP303,Northeast,0,43.2,21.6,2
Randal Slocomb,Wisconsin,1261,Individual,900010428,Sales Representative,Cory Hall,04/07/2021,1106384,Retail,Fitness,Resistance bands - 30 lb,FT530,N Central East,0,12.99,12.99,1
Othilie Cicullo,Indiana,2914,Individual,900010428,Sales Representative,Cory Hall,04/07/2021,1106385,Retail,Mineral water,Mineral Water - Mango -  20oz - case,MW182,N Central East,0,14.99,14.99,1
Cyndia Gunny,Florida,3274,Individual,900013410,Sales Associate III,Kristen Phillips,01/12/2021,1106386,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,Southeast,0,39.04,19.52,2
Nettle Buttriss,New York,3205,Individual,900016439,Sales Associate IV,Alyssa Jackson,02/11/2021,1106387,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Northeast,0,22.35,22.35,1
Ivor McShirrie,Arkansas,2595,Individual,900018483,Senior Sales Associate,Kendra Morales,04/07/2021,1106388,Retail,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,S Central East,0,83.96,20.99,4
Jeanne Easter,District of Columbia,3587,Individual,900019273,Sales Representative,Michelle Howard,04/07/2021,1106389,Retail,Mineral water,Mineral Water - Raspberry - 32oz - case,MW252,Central East,0,83.96,20.99,4
Streich LLC,Virginia,3974,Business,900014055,Sales Associate II,Daniel Phillips,05/07/2021,1106390,Wholesale,Supplements,Magnesium 250 mg - 160 tablets,SP305,Central East,0.15,4930,32.65,151
Hane LLC,Minnesota,3222,Business,900018684,Sales Associate IV,Vincent Wright,05/07/2021,1106391,Wholesale,Mineral water,Mineral Water - Peach -32oz - case,MW242,N Central East,0.12,1448.19,20.99,69
Jeanine Merit,Wisconsin,1279,Individual,900010428,Sales Representative,Cory Hall,05/07/2021,1106392,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,N Central East,0,8.99,8.99,1
Kuvalis LLC,New York,1674,Business,900015105,Sales Representative,Sharla Campbell,01/12/2021,1106393,Wholesale,Fitness,Insulated water bottle - 40oz - Purple,FT344,Northeast,0.08,2936.5,28.79,102
Lemar Judgkins,Colorado,1433,Individual,900015696,Sales Associate I,Greg Wood,05/07/2021,1106394,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,S Central West,0,16.99,16.99,1
Gabriela Brushneen,Illinois,2995,Individual,900015499,Senior Sales Associate,Lauren Skip,05/05/2021,1106395,Retail,Supplements,"Vitamin A 10,000 IU - 75 capsules",SP604,N Central East,0,13.7,6.85,2
Freddy Fayerman,Alabama,3512,Individual,900016625,Sales Representative,Marshal Alexander,05/07/2021,1106396,Retail,Supplements,"Vitamin A 10,000 IU - 75 capsules",SP604,Southeast,0,6.85,6.85,1
Robb Keelan,New Jersey,3701,Individual,900015961,Sales Associate III,Wynona Smith,05/07/2021,1106397,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Northeast,0,22.35,22.35,1
Green LLC,Washington,3031,Business,900010836,Senior Sales Representative,Constantine Acosta,06/07/2021,1106398,Wholesale,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,Northwest,0.13,2173.42,14.99,145
Ermentrude Hegley,Kentucky,1212,Individual,900012995,Senior Sales Representative,Brenda Johnson,31/01/2021,1106399,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Central East,0,51.96,12.99,4
Schinner Inc,Iowa,3621,Business,900012506,Sales Associate V,Lisa Sanchez,06/07/2021,1106400,Wholesale,Mineral water,Mineral Water - Raspberry - 32oz - case,MW252,N Central East,0.03,2560.75,20.99,122
Emmerich Restaurant Supply,California,3282,Business,900019907,Sales Associate I,Lorrie Ellison,06/05/2021,1106401,Wholesale,Mineral water,Mineral Water - Mango - 32oz - case,MW282,Southwest,0.04,1133.42,20.99,54
Rohan Group,Indiana,1175,Business,900012283,Sales Associate,Nicole Hansen,02/11/2021,1106402,Wholesale,Supplements,Vitamin B-complex - 100 capsules,SP125,N Central East,0.11,2219.14,13.45,165
Alano Cudmore,Tennessee,1115,Individual,900012995,Senior Sales Representative,Brenda Johnson,06/07/2021,1106403,Retail,Fitness,Insulated water bottle - 24oz - Grey,FT434,Central East,0,19.99,19.99,1
Cornela Bunnell,Tennessee,3330,Individual,900012995,Senior Sales Representative,Brenda Johnson,06/07/2021,1106404,Retail,Fitness,Yoga mat - 3mm,FT525,Central East,0,21.99,21.99,1
Jack Dobby,California,3541,Individual,900010898,Sales Associate II,Dana Hart,06/07/2021,1106405,Retail,Fitness,Yoga mat - 4mm,FT962,Southwest,0,24.99,24.99,1
Halley Brisley,Nebraska,1510,Individual,900016111,Sales Associate I,Edward Loveless,06/07/2021,1106406,Retail,Mineral water,Mineral Water - Mango - 32oz - case,MW282,N Central West,0,20.99,20.99,1
Cary Basterfield,South Carolina,1477,Individual,900011701,Sales Representative,Susan Dixon,06/07/2021,1106407,Retail,Mineral water,Mineral Water - Blueberry - 32oz - case,MW122,Southeast,0,20.99,20.99,1
Kizzie Hatchette,Indiana,3078,Individual,900015499,Senior Sales Associate,Lauren Skip,06/07/2021,1106408,Retail,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,N Central East,0,29.98,14.99,2
Nolana Duplain,Texas,1611,Individual,900010859,Sales Representative,Nick Chen,06/07/2021,1106409,Retail,Mineral water,Mineral Water - Orange - 32oz - case,MW232,S Central East,0,125.94,20.99,6
Champlin Restaurant Supply,Oklahoma,1136,Business,900012203,Sales Associate I,Christen Barrett,07/07/2021,1106410,Wholesale,Supplements,Magnesium 250 mg - 160 tablets,SP305,S Central East,0.04,6105.51,32.65,187
Cristen Elles,California,1654,Individual,900017067,Senior Sales Representative,Christy Beedom,31/01/2021,1106411,Retail,Mineral water,Mineral Water - Strawberry - 32oz - case,MW262,Southwest,0,62.97,20.99,3
Birk Foort,Pennsylvania,2703,Individual,900016439,Sales Associate IV,Alyssa Jackson,07/07/2021,1106412,Retail,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,Northeast,0,6.99,6.99,1
Gianina Rewcassell,Minnesota,2319,Individual,900012746,Senior Sales Representative,Becky Allen,07/07/2021,1106413,Retail,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,N Central East,0,6.99,6.99,1
Shelby O' Concannon,Nebraska,1557,Individual,900016111,Sales Associate I,Edward Loveless,07/07/2021,1106414,Retail,Supplements,Multivitamin - 180 capsules,SP120,N Central West,0,55,27.5,2
Turner Bodocs,South Carolina,1531,Individual,900011701,Sales Representative,Susan Dixon,07/07/2021,1106415,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Southeast,0,44.7,22.35,2
Roselin Coupland,Texas,3634,Individual,900012203,Sales Associate I,Christen Barrett,30/06/2021,1106416,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central East,0,38.97,12.99,3
Ailbert Brende,Arkansas,2918,Individual,900016320,Sales Associate II,Paul Turner,07/07/2021,1106417,Retail,Fitness,Battle rope - 2 inch,FT871,S Central East,0,120.25,120.25,1
Forest Gibbetts,Washington,2009,Individual,900011212,Senior Sales Representative,Tricia Adams,07/07/2021,1106418,Retail,Fitness,Insulated water bottle - 24oz - Green,FT976,Northwest,0,39.98,19.99,2
Walker Inc,Utah,2887,Business,900012320,Sales Associate,Mary Hamilton,08/05/2021,1106419,Wholesale,Fitness,Slam ball - 15 lb,FT589,S Central West,0.04,1398.56,49.95,28
Eb Jurczik,Virginia,2726,Individual,900018213,Senior Sales Representative,Tony Hendricks,08/07/2021,1106420,Retail,Fitness,Insulated water bottle - 24oz -Blue,FT139,Central East,0,19.99,19.99,1
Ignacio Leyzell,Virginia,4079,Individual,900014055,Sales Associate II,Daniel Phillips,08/07/2021,1106421,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,Central East,0,33.98,16.99,2
Jessey Tonnesen,Maryland,2257,Individual,900014055,Sales Associate II,Daniel Phillips,30/06/2021,1106422,Retail,Supplements,Multivitamin - 180 capsules,SP120,Central East,0,27.5,27.5,1
Red Winning,Illinois,2966,Individual,900012506,Sales Associate V,Lisa Sanchez,08/07/2021,1106423,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,N Central East,0,29.2,14.6,2
Ryan LLC,Indiana,3547,Business,900015499,Senior Sales Associate,Lauren Skip,03/11/2021,1106424,Retail,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,N Central East,0,1888.74,14.99,126
Raynard McFeat,New York,4013,Individual,900014621,Sales Associate II,Shantel Francis,08/07/2021,1106425,Retail,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,Northeast,0,29.98,14.99,2
Johnston Inc,Virginia,2621,Business,900014055,Sales Associate II,Daniel Phillips,09/07/2021,1106426,Retail,Mineral water,Mineral Water - Peach -32oz - case,MW242,Central East,0,1910.09,20.99,91
Koelpin Group,Minnesota,2354,Business,900012506,Sales Associate V,Lisa Sanchez,09/07/2021,1106427,Wholesale,Fitness,Insulated water bottle - 40oz - Blue,FT174,N Central East,0.09,2878.91,28.79,100
Ximenes Gomme,New York,3390,Individual,900016439,Sales Associate IV,Alyssa Jackson,09/07/2021,1106428,Retail,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,Northeast,0,44.97,14.99,3
Padriac Gow,Ohio,2230,Individual,900012746,Senior Sales Representative,Becky Allen,09/07/2021,1106429,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,N Central East,0,12.49,12.49,1
Germaine Farran,Idaho,2327,Individual,900010836,Senior Sales Representative,Constantine Acosta,09/07/2021,1106430,Retail,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,Northwest,0,6.99,6.99,1
Patsy Emloch,Utah,3180,Individual,900017953,Sales Associate I,Carrie Jordan,09/07/2021,1106431,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,S Central West,0,44.7,22.35,2
Dido Thomazet,Georgia,1992,Individual,900011701,Sales Representative,Susan Dixon,09/07/2021,1106432,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,Southeast,0,24.98,12.49,2
Irwinn Lowdham,Florida,1998,Individual,900013410,Sales Associate III,Kristen Phillips,09/07/2021,1106433,Retail,Fitness,Insulated water bottle - 40oz - Green,FT682,Southeast,0,28.79,28.79,1
Walsh Supplies,Texas,3756,Business,900018712,Sales Associate II,Dru Clingman,01/12/2021,1106434,Wholesale,Supplements,Vitamin C-1000 mg - 80 tablets,SP306,S Central East,0.13,1186.12,9.49,125
Raff Levay,Florida,1852,Individual,900013410,Sales Associate III,Kristen Phillips,10/07/2021,1106435,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Southeast,0,12.99,12.99,1
Corbin Swan,California,3874,Individual,900019907,Sales Associate I,Lorrie Ellison,10/07/2021,1106436,Retail,Mineral water,Mineral Water - Strawberry - 32oz - case,MW262,Southwest,0,62.97,20.99,3
Row Hebner,California,3890,Individual,900019907,Sales Associate I,Lorrie Ellison,10/07/2021,1106437,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Southwest,0,26.9,13.45,2
Kenna Ashelford,New York,3407,Individual,900014621,Sales Associate II,Shantel Francis,10/05/2021,1106438,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,Northeast,0,32.65,32.65,1
Rosita Baswall,New York,3518,Individual,900015105,Sales Representative,Sharla Campbell,10/07/2021,1106439,Retail,Fitness,Yoga ball - 55cm,FT609,Northeast,0,20.79,20.79,1
Benyamin Armfirld,Washington,1237,Individual,900016415,Sales Representative,Marsha Green,10/07/2021,1106440,Retail,Mineral water,Mineral Water - Raspberry -  20oz - case,MW152,Northwest,0,59.96,14.99,4
Lilyan Pinching,Virginia,4014,Individual,900010453,Senior Sales Representative,Sean Fetterman,10/07/2021,1106441,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,Central East,0,29.2,14.6,2
Ogdon Cainey,Massachusetts,1584,Individual,900016439,Sales Associate IV,Alyssa Jackson,03/11/2021,1106442,Retail,Mineral water,Mineral Water - Orange - 32oz - case,MW232,Northeast,0,41.98,20.99,2
Jake Zellick,District of Columbia,3431,Individual,900012995,Senior Sales Representative,Brenda Johnson,11/05/2021,1106443,Retail,Supplements,Multivitamin - 180 capsules,SP120,Central East,0,27.5,27.5,1
Brear Barthod,California,3693,Individual,900010898,Sales Associate II,Dana Hart,11/07/2021,1106444,Retail,Fitness,Slam ball - 20 lb,FT358,Southwest,0,52.95,52.95,1
Philipa Tomeo,Texas,2566,Individual,900018712,Sales Associate II,Dru Clingman,11/07/2021,1106445,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central East,0,51.96,12.99,4
Darnall Berns,Virginia,3207,Individual,900013649,Senior Sales Representative,John Ashwin,11/07/2021,1106446,Retail,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,Central East,0,62.97,20.99,3
Hoyt Negal,Alabama,1209,Individual,900016625,Sales Representative,Marshal Alexander,11/07/2021,1106447,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Southeast,0,50.97,16.99,3
Dorian Hakey,Virginia,3767,Individual,900010453,Senior Sales Representative,Sean Fetterman,11/07/2021,1106448,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Central East,0,22.35,22.35,1
Georgena Brettle,District of Columbia,2163,Individual,900010453,Senior Sales Representative,Sean Fetterman,11/07/2021,1106449,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,Central East,0,8.99,8.99,1
Simonis Inc,New Mexico,2358,Business,900018483,Senior Sales Associate,Kendra Morales,12/07/2021,1106450,Wholesale,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,S Central East,0.08,2263.41,14.99,151
Chaddy Droghan,Washington,4085,Individual,900013610,Sales Associate I,Sue Nguyen,12/07/2021,1106451,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Northwest,0,16.99,16.99,1
Tim Honig,Minnesota,2323,Individual,900012506,Sales Associate V,Lisa Sanchez,03/11/2021,1106452,Retail,Fitness,Battle rope - 1.5 inch,FT422,N Central East,0,90.55,90.55,1
Ag Vink,Georgia,4110,Individual,900012349,Sales Associate I,Steve Gordon,12/07/2021,1106453,Retail,Fitness,Yoga ball - 45cm,FT467,Southeast,0,17.99,17.99,1
Kania Knibley,Ohio,3549,Individual,900010428,Sales Representative,Cory Hall,12/07/2021,1106454,Retail,Mineral water,Mineral Water - Orange -  20oz - case,MW132,N Central East,0,29.98,14.99,2
Robbie Morriss,California,4109,Individual,900013621,Sales Associate,Hannah Rosenstock,12/07/2021,1106455,Retail,Supplements,Multivitamin - 120 capsules,SP303,Southwest,0,21.6,21.6,1
Clemmy Scarr,Alabama,2895,Individual,900019334,Sales Associate I,Mitch White,12/07/2021,1106456,Retail,Supplements,Multivitamin - 180 capsules,SP120,Southeast,0,55,27.5,2
